year,holiday_id,hebrew_date,gregorian_date
2007,yom_haatzmaut,ה' אייר,2007-04-24
2007,shavuot,ו' סיוון,2007-05-23
2007,rosh_hashana_1,א' תשרי,2007-09-13
2007,rosh_hashana_2,ב' תשרי,2007-09-14
2007,yom_kippur,י' תשרי,2007-09-22
2007,sukkot,"ט""ו תשרי",2007-09-27
2007,hoshana_raba,"כ""א תשרי",2007-10-03
2008,pesach,"ט""ו ניסן",2008-04-20
2008,pesach_7,"כ""א ניסן",2008-04-26
2008,yom_haatzmaut,ה' אייר,2008-05-08
2008,shavuot,ו' סיוון,2008-06-09
2008,rosh_hashana_1,א' תשרי,2008-09-30
2008,rosh_hashana_2,ב' תשרי,2008-10-01
2008,yom_kippur,י' תשרי,2008-10-09
2008,sukkot,"ט""ו תשרי",2008-10-14
2008,hoshana_raba,"כ""א תשרי",2008-10-20
2009,pesach,"ט""ו ניסן",2009-04-09
2009,pesach_7,"כ""א ניסן",2009-04-15
2009,yom_haatzmaut,ה' אייר,2009-04-29
2009,shavuot,ו' סיוון,2009-05-29
2009,rosh_hashana_1,א' תשרי,2009-09-19
2009,rosh_hashana_2,ב' תשרי,2009-09-20
2009,yom_kippur,י' תשרי,2009-09-28
2009,sukkot,"ט""ו תשרי",2009-10-03
2009,hoshana_raba,"כ""א תשרי",2009-10-09
2010,pesach,"ט""ו ניסן",2010-03-30
2010,pesach_7,"כ""א ניסן",2010-04-05
2010,yom_haatzmaut,ה' אייר,2010-04-20
2010,shavuot,ו' סיוון,2010-05-19
2010,rosh_hashana_1,א' תשרי,2010-09-09
2010,rosh_hashana_2,ב' תשרי,2010-09-10
2010,yom_kippur,י' תשרי,2010-09-18
2010,sukkot,"ט""ו תשרי",2010-09-23
2010,hoshana_raba,"כ""א תשרי",2010-09-29
2011,pesach,"ט""ו ניסן",2011-04-19
2011,pesach_7,"כ""א ניסן",2011-04-25
2011,yom_haatzmaut,ה' אייר,2011-05-10
2011,shavuot,ו' סיוון,2011-06-08
2011,rosh_hashana_1,א' תשרי,2011-09-29
2011,rosh_hashana_2,ב' תשרי,2011-09-30
2011,yom_kippur,י' תשרי,2011-10-08
2011,sukkot,"ט""ו תשרי",2011-10-13
2011,hoshana_raba,"כ""א תשרי",2011-10-19
2012,pesach,"ט""ו ניסן",2012-04-07
2012,pesach_7,"כ""א ניסן",2012-04-13
2012,yom_haatzmaut,ה' אייר,2012-04-26
2012,shavuot,ו' סיוון,2012-05-27
2012,rosh_hashana_1,א' תשרי,2012-09-17
2012,rosh_hashana_2,ב' תשרי,2012-09-18
2012,yom_kippur,י' תשרי,2012-09-26
2012,sukkot,"ט""ו תשרי",2012-10-01
2012,hoshana_raba,"כ""א תשרי",2012-10-07
2013,pesach,"ט""ו ניסן",2013-03-26
2013,pesach_7,"כ""א ניסן",2013-04-01
2013,yom_haatzmaut,ה' אייר,2013-04-16
2013,shavuot,ו' סיוון,2013-05-15
2013,rosh_hashana_1,א' תשרי,2013-09-05
2013,rosh_hashana_2,ב' תשרי,2013-09-06
2013,yom_kippur,י' תשרי,2013-09-14
2013,sukkot,"ט""ו תשרי",2013-09-19
2013,hoshana_raba,"כ""א תשרי",2013-09-25
2014,pesach,"ט""ו ניסן",2014-04-15
2014,pesach_7,"כ""א ניסן",2014-04-21
2014,yom_haatzmaut,ה' אייר,2014-05-06
2014,shavuot,ו' סיוון,2014-06-04
2014,rosh_hashana_1,א' תשרי,2014-09-25
2014,rosh_hashana_2,ב' תשרי,2014-09-26
2014,yom_kippur,י' תשרי,2014-10-04
2014,sukkot,"ט""ו תשרי",2014-10-09
2014,hoshana_raba,"כ""א תשרי",2014-10-15
2015,pesach,"ט""ו ניסן",2015-04-04
2015,pesach_7,"כ""א ניסן",2015-04-10
2015,yom_haatzmaut,ה' אייר,2015-04-23
2015,shavuot,ו' סיוון,2015-05-24
2015,rosh_hashana_1,א' תשרי,2015-09-14
2015,rosh_hashana_2,ב' תשרי,2015-09-15
2015,yom_kippur,י' תשרי,2015-09-23
2015,sukkot,"ט""ו תשרי",2015-09-28
2015,hoshana_raba,"כ""א תשרי",2015-10-04
2016,pesach,"ט""ו ניסן",2016-04-23
2016,pesach_7,"כ""א ניסן",2016-04-29
2016,yom_haatzmaut,ה' אייר,2016-05-12
2016,shavuot,ו' סיוון,2016-06-12
2016,rosh_hashana_1,א' תשרי,2016-10-03
2016,rosh_hashana_2,ב' תשרי,2016-10-04
2016,yom_kippur,י' תשרי,2016-10-12
2016,sukkot,"ט""ו תשרי",2016-10-17
2016,hoshana_raba,"כ""א תשרי",2016-10-23
2017,pesach,"ט""ו ניסן",2017-04-11
2017,pesach_7,"כ""א ניסן",2017-04-17
2017,yom_haatzmaut,ה' אייר,2017-05-02
2017,shavuot,ו' סיוון,2017-05-31
2017,rosh_hashana_1,א' תשרי,2017-09-21
2017,rosh_hashana_2,ב' תשרי,2017-09-22
2017,yom_kippur,י' תשרי,2017-09-30
2017,sukkot,"ט""ו תשרי",2017-10-05
2017,hoshana_raba,"כ""א תשרי",2017-10-11
2018,pesach,"ט""ו ניסן",2018-03-31
2018,pesach_7,"כ""א ניסן",2018-04-06
2018,yom_haatzmaut,ה' אייר,2018-04-19
2018,shavuot,ו' סיוון,2018-05-20
2018,rosh_hashana_1,א' תשרי,2018-09-10
2018,rosh_hashana_2,ב' תשרי,2018-09-11
2018,yom_kippur,י' תשרי,2018-09-19
2018,sukkot,"ט""ו תשרי",2018-09-24
2018,hoshana_raba,"כ""א תשרי",2018-09-30
2019,pesach,"ט""ו ניסן",2019-04-20
2019,pesach_7,"כ""א ניסן",2019-04-26
2019,yom_haatzmaut,ה' אייר,2019-05-09
2019,shavuot,ו' סיוון,2019-06-09
2019,rosh_hashana_1,א' תשרי,2019-09-30
2019,rosh_hashana_2,ב' תשרי,2019-10-01
2019,yom_kippur,י' תשרי,2019-10-09
2019,sukkot,"ט""ו תשרי",2019-10-14
2019,hoshana_raba,"כ""א תשרי",2019-10-20
2020,pesach,"ט""ו ניסן",2020-04-09
2020,pesach_7,"כ""א ניסן",2020-04-15
2020,yom_haatzmaut,ה' אייר,2020-04-29
2020,shavuot,ו' סיוון,2020-05-29
2020,rosh_hashana_1,א' תשרי,2020-09-19
2020,rosh_hashana_2,ב' תשרי,2020-09-20
2020,yom_kippur,י' תשרי,2020-09-28
2020,sukkot,"ט""ו תשרי",2020-10-03
2020,hoshana_raba,"כ""א תשרי",2020-10-09
2021,pesach,"ט""ו ניסן",2021-03-28
2021,pesach_7,"כ""א ניסן",2021-04-03
2021,yom_haatzmaut,ה' אייר,2021-04-15
2021,shavuot,ו' סיוון,2021-05-17
2021,rosh_hashana_1,א' תשרי,2021-09-07
2021,rosh_hashana_2,ב' תשרי,2021-09-08
2021,yom_kippur,י' תשרי,2021-09-16
2021,sukkot,"ט""ו תשרי",2021-09-21
2021,hoshana_raba,"כ""א תשרי",2021-09-27
2022,pesach,"ט""ו ניסן",2022-04-16
2022,pesach_7,"כ""א ניסן",2022-04-22
2022,yom_haatzmaut,ה' אייר,2022-05-05
2022,shavuot,ו' סיוון,2022-06-05
2022,rosh_hashana_1,א' תשרי,2022-09-26
2022,rosh_hashana_2,ב' תשרי,2022-09-27
2022,yom_kippur,י' תשרי,2022-10-05
2022,sukkot,"ט""ו תשרי",2022-10-10
2022,hoshana_raba,"כ""א תשרי",2022-10-16
2023,pesach,"ט""ו ניסן",2023-04-06
2023,pesach_7,"כ""א ניסן",2023-04-12
2023,yom_haatzmaut,ה' אייר,2023-04-26
2023,shavuot,ו' סיוון,2023-05-26
2023,rosh_hashana_1,א' תשרי,2023-09-16
2023,rosh_hashana_2,ב' תשרי,2023-09-17
2023,yom_kippur,י' תשרי,2023-09-25
2023,sukkot,"ט""ו תשרי",2023-09-30
2023,hoshana_raba,"כ""א תשרי",2023-10-06
2024,pesach,"ט""ו ניסן",2024-04-23
2024,pesach_7,"כ""א ניסן",2024-04-29
2024,yom_haatzmaut,ה' אייר,2024-05-14
2024,shavuot,ו' סיוון,2024-06-12
2024,rosh_hashana_1,א' תשרי,2024-10-03
2024,rosh_hashana_2,ב' תשרי,2024-10-04
2024,yom_kippur,י' תשרי,2024-10-12
2024,sukkot,"ט""ו תשרי",2024-10-17
2024,hoshana_raba,"כ""א תשרי",2024-10-23
2025,pesach,"ט""ו ניסן",2025-04-13
2025,pesach_7,"כ""א ניסן",2025-04-19
2025,yom_haatzmaut,ה' אייר,2025-05-01
2025,shavuot,ו' סיוון,2025-06-02
2025,rosh_hashana_1,א' תשרי,2025-09-23
2025,rosh_hashana_2,ב' תשרי,2025-09-24
2025,yom_kippur,י' תשרי,2025-10-02
2025,sukkot,"ט""ו תשרי",2025-10-07
2025,hoshana_raba,"כ""א תשרי",2025-10-13
2026,pesach,"ט""ו ניסן",2026-04-02
2026,pesach_7,"כ""א ניסן",2026-04-08
2026,yom_haatzmaut,ה' אייר,2026-04-22
2026,shavuot,ו' סיוון,2026-05-22
2026,rosh_hashana_1,א' תשרי,2026-09-12
2026,rosh_hashana_2,ב' תשרי,2026-09-13
2026,yom_kippur,י' תשרי,2026-09-21
2026,sukkot,"ט""ו תשרי",2026-09-26
2026,hoshana_raba,"כ""א תשרי",2026-10-02
2027,pesach,"ט""ו ניסן",2027-04-22
2027,pesach_7,"כ""א ניסן",2027-04-28
2027,yom_haatzmaut,ה' אייר,2027-05-12
2027,shavuot,ו' סיוון,2027-06-11
2027,rosh_hashana_1,א' תשרי,2027-10-02
2027,rosh_hashana_2,ב' תשרי,2027-10-03
2027,yom_kippur,י' תשרי,2027-10-11
2027,sukkot,"ט""ו תשרי",2027-10-16
2027,hoshana_raba,"כ""א תשרי",2027-10-22
2028,pesach,"ט""ו ניסן",2028-04-11
2028,pesach_7,"כ""א ניסן",2028-04-17
2028,yom_haatzmaut,ה' אייר,2028-05-02
2028,shavuot,ו' סיוון,2028-05-31
2028,rosh_hashana_1,א' תשרי,2028-09-21
2028,rosh_hashana_2,ב' תשרי,2028-09-22
2028,yom_kippur,י' תשרי,2028-09-30
2028,sukkot,"ט""ו תשרי",2028-10-05
2028,hoshana_raba,"כ""א תשרי",2028-10-11
2029,pesach,"ט""ו ניסן",2029-03-31
2029,pesach_7,"כ""א ניסן",2029-04-06
2029,yom_haatzmaut,ה' אייר,2029-04-19
2029,shavuot,ו' סיוון,2029-05-20
2029,rosh_hashana_1,א' תשרי,2029-09-10
2029,rosh_hashana_2,ב' תשרי,2029-09-11
2029,yom_kippur,י' תשרי,2029-09-19
2029,sukkot,"ט""ו תשרי",2029-09-24
2029,hoshana_raba,"כ""א תשרי",2029-09-30
2030,pesach,"ט""ו ניסן",2030-04-18
2030,pesach_7,"כ""א ניסן",2030-04-24
2030,yom_haatzmaut,ה' אייר,2030-05-08
2030,shavuot,ו' סיוון,2030-06-07
2030,rosh_hashana_1,א' תשרי,2030-09-28
2030,rosh_hashana_2,ב' תשרי,2030-09-29
2030,yom_kippur,י' תשרי,2030-10-07
2030,sukkot,"ט""ו תשרי",2030-10-12
2030,hoshana_raba,"כ""א תשרי",2030-10-18
2031,pesach,"ט""ו ניסן",2031-04-08
2031,pesach_7,"כ""א ניסן",2031-04-14
2031,yom_haatzmaut,ה' אייר,2031-04-29
2031,shavuot,ו' סיוון,2031-05-28
2031,rosh_hashana_1,א' תשרי,2031-09-18
2031,rosh_hashana_2,ב' תשרי,2031-09-19
2031,yom_kippur,י' תשרי,2031-09-27
2031,sukkot,"ט""ו תשרי",2031-10-02
2031,hoshana_raba,"כ""א תשרי",2031-10-08
2032,pesach,"ט""ו ניסן",2032-03-27
2032,pesach_7,"כ""א ניסן",2032-04-02
2032,yom_haatzmaut,ה' אייר,2032-04-15
2032,shavuot,ו' סיוון,2032-05-16
2032,rosh_hashana_1,א' תשרי,2032-09-06
2032,rosh_hashana_2,ב' תשרי,2032-09-07
2032,yom_kippur,י' תשרי,2032-09-15
2032,sukkot,"ט""ו תשרי",2032-09-20
2032,hoshana_raba,"כ""א תשרי",2032-09-26
2033,pesach,"ט""ו ניסן",2033-04-14
2033,pesach_7,"כ""א ניסן",2033-04-20
2033,yom_haatzmaut,ה' אייר,2033-05-04
2033,shavuot,ו' סיוון,2033-06-03
2033,rosh_hashana_1,א' תשרי,2033-09-24
2033,rosh_hashana_2,ב' תשרי,2033-09-25
2033,yom_kippur,י' תשרי,2033-10-03
2033,sukkot,"ט""ו תשרי",2033-10-08
2033,hoshana_raba,"כ""א תשרי",2033-10-14
2034,pesach,"ט""ו ניסן",2034-04-04
2034,pesach_7,"כ""א ניסן",2034-04-10
2034,yom_haatzmaut,ה' אייר,2034-04-25
2034,shavuot,ו' סיוון,2034-05-24
2034,rosh_hashana_1,א' תשרי,2034-09-14
2034,rosh_hashana_2,ב' תשרי,2034-09-15
2034,yom_kippur,י' תשרי,2034-09-23
2034,sukkot,"ט""ו תשרי",2034-09-28
2034,hoshana_raba,"כ""א תשרי",2034-10-04
2035,pesach,"ט""ו ניסן",2035-04-24
2035,pesach_7,"כ""א ניסן",2035-04-30
2035,yom_haatzmaut,ה' אייר,2035-05-15
2035,shavuot,ו' סיוון,2035-06-13
2035,rosh_hashana_1,א' תשרי,2035-10-04
2035,rosh_hashana_2,ב' תשרי,2035-10-05
2035,yom_kippur,י' תשרי,2035-10-13
2035,sukkot,"ט""ו תשרי",2035-10-18
2035,hoshana_raba,"כ""א תשרי",2035-10-24
2036,pesach,"ט""ו ניסן",2036-04-12
2036,pesach_7,"כ""א ניסן",2036-04-18
2036,yom_haatzmaut,ה' אייר,2036-05-01
2036,shavuot,ו' סיוון,2036-06-01
2036,rosh_hashana_1,א' תשרי,2036-09-22
2036,rosh_hashana_2,ב' תשרי,2036-09-23
2036,yom_kippur,י' תשרי,2036-10-01
2036,sukkot,"ט""ו תשרי",2036-10-06
2036,hoshana_raba,"כ""א תשרי",2036-10-12
2037,pesach,"ט""ו ניסן",2037-03-31
2037,pesach_7,"כ""א ניסן",2037-04-06
2037,yom_haatzmaut,ה' אייר,2037-04-21
2037,shavuot,ו' סיוון,2037-05-20
2037,rosh_hashana_1,א' תשרי,2037-09-10
2037,rosh_hashana_2,ב' תשרי,2037-09-11
2037,yom_kippur,י' תשרי,2037-09-19
2037,sukkot,"ט""ו תשרי",2037-09-24
2037,hoshana_raba,"כ""א תשרי",2037-09-30
2038,pesach,"ט""ו ניסן",2038-04-20
2038,pesach_7,"כ""א ניסן",2038-04-26
2038,yom_haatzmaut,ה' אייר,2038-05-11
2038,shavuot,ו' סיוון,2038-06-09
2038,rosh_hashana_1,א' תשרי,2038-09-30
2038,rosh_hashana_2,ב' תשרי,2038-10-01
2038,yom_kippur,י' תשרי,2038-10-09
2038,sukkot,"ט""ו תשרי",2038-10-14
2038,hoshana_raba,"כ""א תשרי",2038-10-20
2039,pesach,"ט""ו ניסן",2039-04-09
2039,pesach_7,"כ""א ניסן",2039-04-15
2039,yom_haatzmaut,ה' אייר,2039-04-28
2039,shavuot,ו' סיוון,2039-05-29
2039,rosh_hashana_1,א' תשרי,2039-09-19
2039,rosh_hashana_2,ב' תשרי,2039-09-20
2039,yom_kippur,י' תשרי,2039-09-28
2039,sukkot,"ט""ו תשרי",2039-10-03
2039,hoshana_raba,"כ""א תשרי",2039-10-09
2040,pesach,"ט""ו ניסן",2040-03-29
2040,pesach_7,"כ""א ניסן",2040-04-04
2040,yom_haatzmaut,ה' אייר,2040-04-18
2040,shavuot,ו' סיוון,2040-05-18
2040,rosh_hashana_1,א' תשרי,2040-09-08
2040,rosh_hashana_2,ב' תשרי,2040-09-09
2040,yom_kippur,י' תשרי,2040-09-17
2040,sukkot,"ט""ו תשרי",2040-09-22
2040,hoshana_raba,"כ""א תשרי",2040-09-28
2041,pesach,"ט""ו ניסן",2041-04-16
2041,pesach_7,"כ""א ניסן",2041-04-22
2041,yom_haatzmaut,ה' אייר,2041-05-07
2041,shavuot,ו' סיוון,2041-06-05
2041,rosh_hashana_1,א' תשרי,2041-09-26
2041,rosh_hashana_2,ב' תשרי,2041-09-27
2041,yom_kippur,י' תשרי,2041-10-05
2041,sukkot,"ט""ו תשרי",2041-10-10
2041,hoshana_raba,"כ""א תשרי",2041-10-16
2042,pesach,"ט""ו ניסן",2042-04-05
2042,pesach_7,"כ""א ניסן",2042-04-11
2042,yom_haatzmaut,ה' אייר,2042-04-24
2042,shavuot,ו' סיוון,2042-05-25
2042,rosh_hashana_1,א' תשרי,2042-09-15
2042,rosh_hashana_2,ב' תשרי,2042-09-16
2042,yom_kippur,י' תשרי,2042-09-24
2042,sukkot,"ט""ו תשרי",2042-09-29
2042,hoshana_raba,"כ""א תשרי",2042-10-05
2043,pesach,"ט""ו ניסן",2043-04-25
2043,pesach_7,"כ""א ניסן",2043-05-01
2043,yom_haatzmaut,ה' אייר,2043-05-14
2043,shavuot,ו' סיוון,2043-06-14
2043,rosh_hashana_1,א' תשרי,2043-10-05
2043,rosh_hashana_2,ב' תשרי,2043-10-06
2043,yom_kippur,י' תשרי,2043-10-14
2043,sukkot,"ט""ו תשרי",2043-10-19
2043,hoshana_raba,"כ""א תשרי",2043-10-25
2044,pesach,"ט""ו ניסן",2044-04-12
2044,pesach_7,"כ""א ניסן",2044-04-18
2044,yom_haatzmaut,ה' אייר,2044-05-03
2044,shavuot,ו' סיוון,2044-06-01
2044,rosh_hashana_1,א' תשרי,2044-09-22
2044,rosh_hashana_2,ב' תשרי,2044-09-23
2044,yom_kippur,י' תשרי,2044-10-01
2044,sukkot,"ט""ו תשרי",2044-10-06
2044,hoshana_raba,"כ""א תשרי",2044-10-12
2045,pesach,"ט""ו ניסן",2045-04-02
2045,pesach_7,"כ""א ניסן",2045-04-08
2045,yom_haatzmaut,ה' אייר,2045-04-20
2045,shavuot,ו' סיוון,2045-05-22
2045,rosh_hashana_1,א' תשרי,2045-09-12
2045,rosh_hashana_2,ב' תשרי,2045-09-13
2045,yom_kippur,י' תשרי,2045-09-21
2045,sukkot,"ט""ו תשרי",2045-09-26
2045,hoshana_raba,"כ""א תשרי",2045-10-02
2046,pesach,"ט""ו ניסן",2046-04-21
2046,pesach_7,"כ""א ניסן",2046-04-27
2046,yom_haatzmaut,ה' אייר,2046-05-10
2046,shavuot,ו' סיוון,2046-06-10
2046,rosh_hashana_1,א' תשרי,2046-10-01
2046,rosh_hashana_2,ב' תשרי,2046-10-02
2046,yom_kippur,י' תשרי,2046-10-10
2046,sukkot,"ט""ו תשרי",2046-10-15
2046,hoshana_raba,"כ""א תשרי",2046-10-21
2047,pesach,"ט""ו ניסן",2047-04-11
2047,pesach_7,"כ""א ניסן",2047-04-17
2047,yom_haatzmaut,ה' אייר,2047-05-01
2047,shavuot,ו' סיוון,2047-05-31
2047,rosh_hashana_1,א' תשרי,2047-09-21
2047,rosh_hashana_2,ב' תשרי,2047-09-22
2047,yom_kippur,י' תשרי,2047-09-30
2047,sukkot,"ט""ו תשרי",2047-10-05
2047,hoshana_raba,"כ""א תשרי",2047-10-11
2048,pesach,"ט""ו ניסן",2048-03-29
2048,pesach_7,"כ""א ניסן",2048-04-04
2048,yom_haatzmaut,ה' אייר,2048-04-16
2048,shavuot,ו' סיוון,2048-05-18
2048,rosh_hashana_1,א' תשרי,2048-09-08
2048,rosh_hashana_2,ב' תשרי,2048-09-09
2048,yom_kippur,י' תשרי,2048-09-17
2048,sukkot,"ט""ו תשרי",2048-09-22
2048,hoshana_raba,"כ""א תשרי",2048-09-28
2049,pesach,"ט""ו ניסן",2049-04-17
2049,pesach_7,"כ""א ניסן",2049-04-23
2049,yom_haatzmaut,ה' אייר,2049-05-06
2049,shavuot,ו' סיוון,2049-06-06
2049,rosh_hashana_1,א' תשרי,2049-09-27
2049,rosh_hashana_2,ב' תשרי,2049-09-28
2049,yom_kippur,י' תשרי,2049-10-06
2049,sukkot,"ט""ו תשרי",2049-10-11
2049,hoshana_raba,"כ""א תשרי",2049-10-17
2050,pesach,"ט""ו ניסן",2050-04-07
2050,pesach_7,"כ""א ניסן",2050-04-13
2050,yom_haatzmaut,ה' אייר,2050-04-27
2050,shavuot,ו' סיוון,2050-05-27
2050,rosh_hashana_1,א' תשרי,2050-09-17
2050,rosh_hashana_2,ב' תשרי,2050-09-18
2050,yom_kippur,י' תשרי,2050-09-26
2050,sukkot,"ט""ו תשרי",2050-10-01
2050,hoshana_raba,"כ""א תשרי",2050-10-07
2051,pesach,"ט""ו ניסן",2051-03-28
2051,pesach_7,"כ""א ניסן",2051-04-03
2051,yom_haatzmaut,ה' אייר,2051-04-18
2051,shavuot,ו' סיוון,2051-05-17
2051,rosh_hashana_1,א' תשרי,2051-09-07
2051,rosh_hashana_2,ב' תשרי,2051-09-08
2051,yom_kippur,י' תשרי,2051-09-16
2051,sukkot,"ט""ו תשרי",2051-09-21
2051,hoshana_raba,"כ""א תשרי",2051-09-27
2052,pesach,"ט""ו ניסן",2052-04-14
2052,pesach_7,"כ""א ניסן",2052-04-20
2052,yom_haatzmaut,ה' אייר,2052-05-02
2052,shavuot,ו' סיוון,2052-06-03
2052,rosh_hashana_1,א' תשרי,2052-09-24
2052,rosh_hashana_2,ב' תשרי,2052-09-25
2052,yom_kippur,י' תשרי,2052-10-03
2052,sukkot,"ט""ו תשרי",2052-10-08
2052,hoshana_raba,"כ""א תשרי",2052-10-14
2053,pesach,"ט""ו ניסן",2053-04-03
2053,pesach_7,"כ""א ניסן",2053-04-09
2053,yom_haatzmaut,ה' אייר,2053-04-23
2053,shavuot,ו' סיוון,2053-05-23
2053,rosh_hashana_1,א' תשרי,2053-09-13
2053,rosh_hashana_2,ב' תשרי,2053-09-14
2053,yom_kippur,י' תשרי,2053-09-22
2053,sukkot,"ט""ו תשרי",2053-09-27
2053,hoshana_raba,"כ""א תשרי",2053-10-03
2054,pesach,"ט""ו ניסן",2054-04-23
2054,pesach_7,"כ""א ניסן",2054-04-29
2054,yom_haatzmaut,ה' אייר,2054-05-13
2054,shavuot,ו' סיוון,2054-06-12
2054,rosh_hashana_1,א' תשרי,2054-10-03
2054,rosh_hashana_2,ב' תשרי,2054-10-04
2054,yom_kippur,י' תשרי,2054-10-12
2054,sukkot,"ט""ו תשרי",2054-10-17
2054,hoshana_raba,"כ""א תשרי",2054-10-23
2055,pesach,"ט""ו ניסן",2055-04-13
2055,pesach_7,"כ""א ניסן",2055-04-19
2055,yom_haatzmaut,ה' אייר,2055-05-04
2055,shavuot,ו' סיוון,2055-06-02
2055,rosh_hashana_1,א' תשרי,2055-09-23
2055,rosh_hashana_2,ב' תשרי,2055-09-24
2055,yom_kippur,י' תשרי,2055-10-02
2055,sukkot,"ט""ו תשרי",2055-10-07
2055,hoshana_raba,"כ""א תשרי",2055-10-13
2056,pesach,"ט""ו ניסן",2056-04-01
2056,pesach_7,"כ""א ניסן",2056-04-07
2056,yom_haatzmaut,ה' אייר,2056-04-20
2056,shavuot,ו' סיוון,2056-05-21
2056,rosh_hashana_1,א' תשרי,2056-09-11
2056,rosh_hashana_2,ב' תשרי,2056-09-12
2056,yom_kippur,י' תשרי,2056-09-20
2056,sukkot,"ט""ו תשרי",2056-09-25
2056,hoshana_raba,"כ""א תשרי",2056-10-01
2057,pesach,"ט""ו ניסן",2057-04-19
2057,pesach_7,"כ""א ניסן",2057-04-25
2057,yom_haatzmaut,ה' אייר,2057-05-09
2057,shavuot,ו' סיוון,2057-06-08
2057,rosh_hashana_1,א' תשרי,2057-09-29
2057,rosh_hashana_2,ב' תשרי,2057-09-30
2057,yom_kippur,י' תשרי,2057-10-08
2057,sukkot,"ט""ו תשרי",2057-10-13
2057,hoshana_raba,"כ""א תשרי",2057-10-19
2058,pesach,"ט""ו ניסן",2058-04-09
2058,pesach_7,"כ""א ניסן",2058-04-15
2058,yom_haatzmaut,ה' אייר,2058-04-30
2058,shavuot,ו' סיוון,2058-05-29
2058,rosh_hashana_1,א' תשרי,2058-09-19
2058,rosh_hashana_2,ב' תשרי,2058-09-20
2058,yom_kippur,י' תשרי,2058-09-28
2058,sukkot,"ט""ו תשרי",2058-10-03
2058,hoshana_raba,"כ""א תשרי",2058-10-09
2059,pesach,"ט""ו ניסן",2059-03-29
2059,pesach_7,"כ""א ניסן",2059-04-04
2059,yom_haatzmaut,ה' אייר,2059-04-17
2059,shavuot,ו' סיוון,2059-05-18
2059,rosh_hashana_1,א' תשרי,2059-09-08
2059,rosh_hashana_2,ב' תשרי,2059-09-09
2059,yom_kippur,י' תשרי,2059-09-17
2059,sukkot,"ט""ו תשרי",2059-09-22
2059,hoshana_raba,"כ""א תשרי",2059-09-28
2060,pesach,"ט""ו ניסן",2060-04-15
2060,pesach_7,"כ""א ניסן",2060-04-21
2060,yom_haatzmaut,ה' אייר,2060-05-05
2060,shavuot,ו' סיוון,2060-06-04
2060,rosh_hashana_1,א' תשרי,2060-09-25
2060,rosh_hashana_2,ב' תשרי,2060-09-26
2060,yom_kippur,י' תשרי,2060-10-04
2060,sukkot,"ט""ו תשרי",2060-10-09
2060,hoshana_raba,"כ""א תשרי",2060-10-15
2061,pesach,"ט""ו ניסן",2061-04-05
2061,pesach_7,"כ""א ניסן",2061-04-11
2061,yom_haatzmaut,ה' אייר,2061-04-26
2061,shavuot,ו' סיוון,2061-05-25
2061,rosh_hashana_1,א' תשרי,2061-09-15
2061,rosh_hashana_2,ב' תשרי,2061-09-16
2061,yom_kippur,י' תשרי,2061-09-24
2061,sukkot,"ט""ו תשרי",2061-09-29
2061,hoshana_raba,"כ""א תשרי",2061-10-05
2062,pesach,"ט""ו ניסן",2062-04-25
2062,pesach_7,"כ""א ניסן",2062-05-01
2062,yom_haatzmaut,ה' אייר,2062-05-16
2062,shavuot,ו' סיוון,2062-06-14
2062,rosh_hashana_1,א' תשרי,2062-10-05
2062,rosh_hashana_2,ב' תשרי,2062-10-06
2062,yom_kippur,י' תשרי,2062-10-14
2062,sukkot,"ט""ו תשרי",2062-10-19
2062,hoshana_raba,"כ""א תשרי",2062-10-25
2063,pesach,"ט""ו ניסן",2063-04-14
2063,pesach_7,"כ""א ניסן",2063-04-20
2063,yom_haatzmaut,ה' אייר,2063-05-03
2063,shavuot,ו' סיוון,2063-06-03
2063,rosh_hashana_1,א' תשרי,2063-09-24
2063,rosh_hashana_2,ב' תשרי,2063-09-25
2063,yom_kippur,י' תשרי,2063-10-03
2063,sukkot,"ט""ו תשרי",2063-10-08
2063,hoshana_raba,"כ""א תשרי",2063-10-14
2064,pesach,"ט""ו ניסן",2064-04-01
2064,pesach_7,"כ""א ניסן",2064-04-07
2064,yom_haatzmaut,ה' אייר,2064-04-22
2064,shavuot,ו' סיוון,2064-05-21
2064,rosh_hashana_1,א' תשרי,2064-09-11
2064,rosh_hashana_2,ב' תשרי,2064-09-12
2064,yom_kippur,י' תשרי,2064-09-20
2064,sukkot,"ט""ו תשרי",2064-09-25
2064,hoshana_raba,"כ""א תשרי",2064-10-01
2065,pesach,"ט""ו ניסן",2065-04-21
2065,pesach_7,"כ""א ניסן",2065-04-27
2065,yom_haatzmaut,ה' אייר,2065-05-12
2065,shavuot,ו' סיוון,2065-06-10
2065,rosh_hashana_1,א' תשרי,2065-10-01
2065,rosh_hashana_2,ב' תשרי,2065-10-02
2065,yom_kippur,י' תשרי,2065-10-10
2065,sukkot,"ט""ו תשרי",2065-10-15
2065,hoshana_raba,"כ""א תשרי",2065-10-21
2066,pesach,"ט""ו ניסן",2066-04-10
2066,pesach_7,"כ""א ניסן",2066-04-16
2066,yom_haatzmaut,ה' אייר,2066-04-29
2066,shavuot,ו' סיוון,2066-05-30
2066,rosh_hashana_1,א' תשרי,2066-09-20
2066,rosh_hashana_2,ב' תשרי,2066-09-21
2066,yom_kippur,י' תשרי,2066-09-29
2066,sukkot,"ט""ו תשרי",2066-10-04
