year,holiday_id,hebrew_date,gregorian_date
2126,rosh_hashana_2,ב' תשרי,2126-09-20
2126,yom_kippur,י' תשרי,2126-09-28
2126,sukkot,"ט""ו תשרי",2126-10-03
2126,hoshana_raba,"כ""א תשרי",2126-10-09
2127,pesach,"ט""ו ניסן",2127-03-29
2127,pesach_7,"כ""א ניסן",2127-04-04
2127,yom_haatzmaut,ה' אייר,2127-04-17
2127,shavuot,ו' סיוון,2127-05-18
2127,rosh_hashana_1,א' תשרי,2127-09-08
2127,rosh_hashana_2,ב' תשרי,2127-09-09
2127,yom_kippur,י' תשרי,2127-09-17
2127,sukkot,"ט""ו תשרי",2127-09-22
2127,hoshana_raba,"כ""א תשרי",2127-09-28
2128,pesach,"ט""ו ניסן",2128-04-15
2128,pesach_7,"כ""א ניסן",2128-04-21
2128,yom_haatzmaut,ה' אייר,2128-05-05
2128,shavuot,ו' סיוון,2128-06-04
2128,rosh_hashana_1,א' תשרי,2128-09-25
2128,rosh_hashana_2,ב' תשרי,2128-09-26
2128,yom_kippur,י' תשרי,2128-10-04
2128,sukkot,"ט""ו תשרי",2128-10-09
2128,hoshana_raba,"כ""א תשרי",2128-10-15
2129,pesach,"ט""ו ניסן",2129-04-05
2129,pesach_7,"כ""א ניסן",2129-04-11
2129,yom_haatzmaut,ה' אייר,2129-04-26
2129,shavuot,ו' סיוון,2129-05-25
2129,rosh_hashana_1,א' תשרי,2129-09-15
2129,rosh_hashana_2,ב' תשרי,2129-09-16
2129,yom_kippur,י' תשרי,2129-09-24
2129,sukkot,"ט""ו תשרי",2129-09-29
2129,hoshana_raba,"כ""א תשרי",2129-10-05
2130,pesach,"ט""ו ניסן",2130-04-23
2130,pesach_7,"כ""א ניסן",2130-04-29
2130,yom_haatzmaut,ה' אייר,2130-05-11
2130,shavuot,ו' סיוון,2130-06-12
2130,rosh_hashana_1,א' תשרי,2130-10-03
2130,rosh_hashana_2,ב' תשרי,2130-10-04
2130,yom_kippur,י' תשרי,2130-10-12
2130,sukkot,"ט""ו תשרי",2130-10-17
2130,hoshana_raba,"כ""א תשרי",2130-10-23
2131,pesach,"ט""ו ניסן",2131-04-12
2131,pesach_7,"כ""א ניסן",2131-04-18
2131,yom_haatzmaut,ה' אייר,2131-05-02
2131,shavuot,ו' סיוון,2131-06-01
2131,rosh_hashana_1,א' תשרי,2131-09-22
2131,rosh_hashana_2,ב' תשרי,2131-09-23
2131,yom_kippur,י' תשרי,2131-10-01
2131,sukkot,"ט""ו תשרי",2131-10-06
2131,hoshana_raba,"כ""א תשרי",2131-10-12
2132,pesach,"ט""ו ניסן",2132-04-01
2132,pesach_7,"כ""א ניסן",2132-04-07
2132,yom_haatzmaut,ה' אייר,2132-04-22
2132,shavuot,ו' סיוון,2132-05-21
2132,rosh_hashana_1,א' תשרי,2132-09-11
2132,rosh_hashana_2,ב' תשרי,2132-09-12
2132,yom_kippur,י' תשרי,2132-09-20
2132,sukkot,"ט""ו תשרי",2132-09-25
2132,hoshana_raba,"כ""א תשרי",2132-10-01
2133,pesach,"ט""ו ניסן",2133-04-21
2133,pesach_7,"כ""א ניסן",2133-04-27
2133,yom_haatzmaut,ה' אייר,2133-05-12
2133,shavuot,ו' סיוון,2133-06-10
2133,rosh_hashana_1,א' תשרי,2133-10-01
2133,rosh_hashana_2,ב' תשרי,2133-10-02
2133,yom_kippur,י' תשרי,2133-10-10
2133,sukkot,"ט""ו תשרי",2133-10-15
2133,hoshana_raba,"כ""א תשרי",2133-10-21
2134,pesach,"ט""ו ניסן",2134-04-10
2134,pesach_7,"כ""א ניסן",2134-04-16
2134,yom_haatzmaut,ה' אייר,2134-04-29
2134,shavuot,ו' סיוון,2134-05-30
2134,rosh_hashana_1,א' תשרי,2134-09-20
2134,rosh_hashana_2,ב' תשרי,2134-09-21
2134,yom_kippur,י' תשרי,2134-09-29
2134,sukkot,"ט""ו תשרי",2134-10-04
2134,hoshana_raba,"כ""א תשרי",2134-10-10
2135,pesach,"ט""ו ניסן",2135-03-29
2135,pesach_7,"כ""א ניסן",2135-04-04
2135,yom_haatzmaut,ה' אייר,2135-04-19
2135,shavuot,ו' סיוון,2135-05-18
2135,rosh_hashana_1,א' תשרי,2135-09-08
2135,rosh_hashana_2,ב' תשרי,2135-09-09
2135,yom_kippur,י' תשרי,2135-09-17
2135,sukkot,"ט""ו תשרי",2135-09-22
2135,hoshana_raba,"כ""א תשרי",2135-09-28
2136,pesach,"ט""ו ניסן",2136-04-17
2136,pesach_7,"כ""א ניסן",2136-04-23
2136,yom_haatzmaut,ה' אייר,2136-05-08
2136,shavuot,ו' סיוון,2136-06-06
2136,rosh_hashana_1,א' תשרי,2136-09-27
2136,rosh_hashana_2,ב' תשרי,2136-09-28
2136,yom_kippur,י' תשרי,2136-10-06
2136,sukkot,"ט""ו תשרי",2136-10-11
2136,hoshana_raba,"כ""א תשרי",2136-10-17
2137,pesach,"ט""ו ניסן",2137-04-06
2137,pesach_7,"כ""א ניסן",2137-04-12
2137,yom_haatzmaut,ה' אייר,2137-04-25
2137,shavuot,ו' סיוון,2137-05-26
2137,rosh_hashana_1,א' תשרי,2137-09-16
2137,rosh_hashana_2,ב' תשרי,2137-09-17
2137,yom_kippur,י' תשרי,2137-09-25
2137,sukkot,"ט""ו תשרי",2137-09-30
2137,hoshana_raba,"כ""א תשרי",2137-10-06
2138,pesach,"ט""ו ניסן",2138-04-24
2138,pesach_7,"כ""א ניסן",2138-04-30
2138,yom_haatzmaut,ה' אייר,2138-05-14
2138,shavuot,ו' סיוון,2138-06-13
2138,rosh_hashana_1,א' תשרי,2138-10-04
2138,rosh_hashana_2,ב' תשרי,2138-10-05
2138,yom_kippur,י' תשרי,2138-10-13
2138,sukkot,"ט""ו תשרי",2138-10-18
2138,hoshana_raba,"כ""א תשרי",2138-10-24
2139,pesach,"ט""ו ניסן",2139-04-14
2139,pesach_7,"כ""א ניסן",2139-04-20
2139,yom_haatzmaut,ה' אייר,2139-05-05
2139,shavuot,ו' סיוון,2139-06-03
2139,rosh_hashana_1,א' תשרי,2139-09-24
2139,rosh_hashana_2,ב' תשרי,2139-09-25
2139,yom_kippur,י' תשרי,2139-10-03
2139,sukkot,"ט""ו תשרי",2139-10-08
2139,hoshana_raba,"כ""א תשרי",2139-10-14
2140,pesach,"ט""ו ניסן",2140-04-02
2140,pesach_7,"כ""א ניסן",2140-04-08
2140,yom_haatzmaut,ה' אייר,2140-04-21
2140,shavuot,ו' סיוון,2140-05-22
2140,rosh_hashana_1,א' תשרי,2140-09-12
2140,rosh_hashana_2,ב' תשרי,2140-09-13
2140,yom_kippur,י' תשרי,2140-09-21
2140,sukkot,"ט""ו תשרי",2140-09-26
2140,hoshana_raba,"כ""א תשרי",2140-10-02
2141,pesach,"ט""ו ניסן",2141-04-22
2141,pesach_7,"כ""א ניסן",2141-04-28
2141,yom_haatzmaut,ה' אייר,2141-05-11
2141,shavuot,ו' סיוון,2141-06-11
2141,rosh_hashana_1,א' תשרי,2141-10-02
2141,rosh_hashana_2,ב' תשרי,2141-10-03
2141,yom_kippur,י' תשרי,2141-10-11
2141,sukkot,"ט""ו תשרי",2141-10-16
2141,hoshana_raba,"כ""א תשרי",2141-10-22
2142,pesach,"ט""ו ניסן",2142-04-10
2142,pesach_7,"כ""א ניסן",2142-04-16
2142,yom_haatzmaut,ה' אייר,2142-05-01
2142,shavuot,ו' סיוון,2142-05-30
2142,rosh_hashana_1,א' תשרי,2142-09-20
2142,rosh_hashana_2,ב' תשרי,2142-09-21
2142,yom_kippur,י' תשרי,2142-09-29
2142,sukkot,"ט""ו תשרי",2142-10-04
2142,hoshana_raba,"כ""א תשרי",2142-10-10
2143,pesach,"ט""ו ניסן",2143-03-31
2143,pesach_7,"כ""א ניסן",2143-04-06
2143,yom_haatzmaut,ה' אייר,2143-04-18
2143,shavuot,ו' סיוון,2143-05-20
2143,rosh_hashana_1,א' תשרי,2143-09-10
2143,rosh_hashana_2,ב' תשרי,2143-09-11
2143,yom_kippur,י' תשרי,2143-09-19
2143,sukkot,"ט""ו תשרי",2143-09-24
2143,hoshana_raba,"כ""א תשרי",2143-09-30
2144,pesach,"ט""ו ניסן",2144-04-18
2144,pesach_7,"כ""א ניסן",2144-04-24
2144,yom_haatzmaut,ה' אייר,2144-05-07
2144,shavuot,ו' סיוון,2144-06-07
2144,rosh_hashana_1,א' תשרי,2144-09-28
2144,rosh_hashana_2,ב' תשרי,2144-09-29
2144,yom_kippur,י' תשרי,2144-10-07
2144,sukkot,"ט""ו תשרי",2144-10-12
2144,hoshana_raba,"כ""א תשרי",2144-10-18
2145,pesach,"ט""ו ניסן",2145-04-08
2145,pesach_7,"כ""א ניסן",2145-04-14
2145,yom_haatzmaut,ה' אייר,2145-04-28
2145,shavuot,ו' סיוון,2145-05-28
2145,rosh_hashana_1,א' תשרי,2145-09-18
2145,rosh_hashana_2,ב' תשרי,2145-09-19
2145,yom_kippur,י' תשרי,2145-09-27
2145,sukkot,"ט""ו תשרי",2145-10-02
2145,hoshana_raba,"כ""א תשרי",2145-10-08
2146,pesach,"ט""ו ניסן",2146-03-27
2146,pesach_7,"כ""א ניסן",2146-04-02
2146,yom_haatzmaut,ה' אייר,2146-04-14
2146,shavuot,ו' סיוון,2146-05-16
2146,rosh_hashana_1,א' תשרי,2146-09-06
2146,rosh_hashana_2,ב' תשרי,2146-09-07
2146,yom_kippur,י' תשרי,2146-09-15
2146,sukkot,"ט""ו תשרי",2146-09-20
2146,hoshana_raba,"כ""א תשרי",2146-09-26
2147,pesach,"ט""ו ניסן",2147-04-15
2147,pesach_7,"כ""א ניסן",2147-04-21
2147,yom_haatzmaut,ה' אייר,2147-05-04
2147,shavuot,ו' סיוון,2147-06-04
2147,rosh_hashana_1,א' תשרי,2147-09-25
2147,rosh_hashana_2,ב' תשרי,2147-09-26
2147,yom_kippur,י' תשרי,2147-10-04
2147,sukkot,"ט""ו תשרי",2147-10-09
2147,hoshana_raba,"כ""א תשרי",2147-10-15
2148,pesach,"ט""ו ניסן",2148-04-04
2148,pesach_7,"כ""א ניסן",2148-04-10
2148,yom_haatzmaut,ה' אייר,2148-04-24
2148,shavuot,ו' סיוון,2148-05-24
2148,rosh_hashana_1,א' תשרי,2148-09-14
2148,rosh_hashana_2,ב' תשרי,2148-09-15
2148,yom_kippur,י' תשרי,2148-09-23
2148,sukkot,"ט""ו תשרי",2148-09-28
2148,hoshana_raba,"כ""א תשרי",2148-10-04
